date,open,high,low,close,volume
2020-04-28,94.7039,95.0998,94.7279,94.8739,226425
2020-04-29,95.2426,95.5867,94.8547,95.2499,141523
2020-04-30,95.7521,96.3963,95.3971,95.6454,346484
2020-05-01,95.1584,95.3359,95.1178,95.1907,598741
2020-05-02,95.9322,96.1018,95.3695,95.8921,927638
2020-05-03,95.3338,95.6734,94.9557,95.1912,408742
2020-05-04,95.6247,95.5685,95.1614,95.4846,352043
2020-05-05,96.6227,96.618,96.1547,96.5798,902689
2020-05-06,96.1015,96.2264,95.0037,96.0845,948742
2020-05-07,95.6495,96.6181,95.7889,95.8014,387124
2020-05-08,95.7882,95.9011,95.4251,95.8512,225433
2020-05-09,95.5714,95.9444,95.2957,95.5995,609151
2020-05-10,94.7389,94.9214,94.5253,94.8241,937978
2020-05-11,94.8833,95.1693,94.3262,94.8584,940542
2020-05-12,94.5184,94.5839,94.2015,94.3273,778261
2020-05-13,94.7158,94.6462,94.4145,94.5641,698648
2020-05-14,94.1287,94.4201,94.0084,94.1044,712628
2020-05-15,94.9573,95.022,94.8245,94.8793,750548
2020-05-16,94.4148,94.8457,94.3922,94.4877,931741
2020-05-17,94.4731,94.8766,93.8578,94.3267,401054
2020-05-18,94.5772,95.0388,94.59,94.7334,960818
2020-05-19,94.2093,94.5068,94.0266,94.118,159394
2020-05-20,94.2813,94.2853,94.1794,94.2317,195419
2020-05-21,94.8097,95.1112,94.8168,94.8853,582640
2020-05-22,94.0607,94.266,93.5074,94.0816,914429
2020-05-23,94.0604,94.4214,93.9998,94.1739,936707
2020-05-24,94.1947,94.3717,94.0976,94.3038,917569
2020-05-25,94.5356,95.0301,94.2635,94.6947,728892
2020-05-26,94.153,94.427,93.7299,94.0763,764435
2020-05-27,93.5366,93.4611,93.0682,93.416,797016
2020-05-28,93.4608,94.1967,93.6679,93.677,900049
2020-05-29,94.0093,93.9434,93.2028,93.8255,960874
2020-05-30,93.9495,93.961,93.8172,93.9507,548658
2020-05-31,94.1529,94.3803,93.6031,94.124,857653
2020-06-01,93.6367,93.921,93.3732,93.7839,481106
2020-06-02,94.0322,94.3225,93.6693,93.9001,195280
2020-06-03,94.0666,94.0697,93.5508,94.0466,216915
2020-06-04,93.8033,94.0061,93.3554,93.6894,818714
2020-06-05,94.7444,94.9515,94.4284,94.6223,721205
2020-06-06,94.9927,95.046,94.5376,94.8592,209501
2020-06-07,94.1988,94.4143,94.2055,94.2636,601051
2020-06-08,94.5711,94.9555,94.5605,94.5919,175471
2020-06-09,94.0433,94.5525,94.0007,94.1045,730006
2020-06-10,94.5876,94.5487,94.2651,94.4981,378022
2020-06-11,95.1106,95.1623,94.8534,95.0774,569622
2020-06-12,94.7739,94.6976,94.5874,94.667,945236
2020-06-13,95.26,95.8917,95.0466,95.1487,843966
2020-06-14,95.1824,95.5054,95.1415,95.3551,542243
2020-06-15,95.9012,96.2219,95.7107,95.7661,980988
2020-06-16,96.8096,96.7495,96.4695,96.7145,558717
2020-06-17,96.5549,96.9012,96.5743,96.5918,354338
2020-06-18,96.2499,96.3689,96.1893,96.215,170936
2020-06-19,95.7578,96.3012,95.6917,95.7702,329982
2020-06-20,95.4239,95.6353,94.8324,95.3623,980983
2020-06-21,95.2866,95.5158,95.284,95.3237,168645
2020-06-22,95.5422,95.6012,95.1929,95.4943,182285
2020-06-23,95.6394,95.831,95.5638,95.6327,538652
2020-06-24,96.003,96.1064,95.9748,96.0463,852765
2020-06-25,96.0718,96.0761,96.017,96.0528,163235
2020-06-26,97.0502,96.9444,96.7619,96.7795,729935
2020-06-27,96.5786,97.0999,96.5633,96.6472,366185
2020-06-28,97.9823,98.3428,97.7195,98.0073,371320
2020-06-29,98.2533,98.7459,97.8805,98.3201,412420
2020-06-30,97.8352,97.9587,97.6952,97.8915,402908
2020-07-01,97.4377,97.5771,97.0867,97.3561,600202
2020-07-02,97.6689,97.783,97.3736,97.5973,966496
2020-07-03,97.485,97.6744,97.4391,97.4856,884464
2020-07-04,97.9452,98.7168,97.6124,97.8426,735757
2020-07-05,98.1586,98.4623,97.8652,98.0792,916461
2020-07-06,98.0266,98.3678,97.8065,98.0428,955612
2020-07-07,97.466,97.6895,97.3615,97.6194,300832
2020-07-08,96.945,97.497,96.5329,96.862,915078
2020-07-09,96.6557,96.8896,96.5222,96.6387,822922
2020-07-10,97.0691,97.1467,97.0617,97.0669,656489
2020-07-11,97.1274,97.4972,97.1014,97.174,508770
2020-07-12,96.6256,96.5565,95.9881,96.5511,700513
2020-07-13,96.6725,96.7381,96.1212,96.6377,563770
2020-07-14,96.8067,97.0,96.7481,96.8304,865419
2020-07-15,96.2659,96.4702,96.3366,96.3884,582207
2020-07-16,96.5721,96.7744,96.0919,96.4653,407851
2020-07-17,96.5549,96.8818,95.7909,96.4944,162272
2020-07-18,95.9484,96.015,95.7694,95.9229,527437
2020-07-19,95.8361,96.1893,95.9857,96.1018,225162
2020-07-20,96.3784,96.4464,96.2813,96.3822,503879
2020-07-21,96.8996,97.0705,96.8717,96.9237,229628
2020-07-22,97.3888,97.4672,97.0165,97.4506,908072
2020-07-23,96.8372,96.762,96.5597,96.7618,896753
2020-07-24,96.3644,96.6519,96.0055,96.2929,516061
2020-07-25,96.5941,97.0052,96.5363,96.5504,978956
2020-07-26,96.9111,97.2595,96.3875,96.8073,866716
2020-07-27,96.9626,97.0678,96.4409,97.0648,219523
2020-07-28,98.9458,99.1978,98.5323,98.9912,555055
2020-07-29,99.2841,99.3699,99.1687,99.2766,122370
2020-07-30,99.7822,99.9652,99.8349,99.8444,524291
2020-07-31,100.3941,100.5222,100.2583,100.3214,871523
2020-08-01,100.5949,100.6807,100.5365,100.6471,789063
2020-08-02,100.6193,101.0635,99.8859,100.4895,894858
2020-08-03,100.7758,101.1585,100.6221,100.8689,476866
2020-08-04,100.6957,100.7515,100.2042,100.4825,653598
2020-08-05,100.5671,101.1862,100.3635,100.3641,239602
2020-08-06,100.112,100.4777,100.1032,100.1214,734811
2020-08-07,100.277,100.3187,99.8094,100.1624,529509
2020-08-08,101.2797,101.7146,100.8809,101.3197,650366
2020-08-09,100.4874,100.4456,100.3142,100.3861,714015
2020-08-10,100.7116,101.3476,100.4894,100.7292,553684
2020-08-11,99.7943,100.052,99.8137,99.9228,767235
2020-08-12,99.3336,100.0693,99.6846,99.6869,176218
2020-08-13,100.2045,100.5088,100.1701,100.2314,833603
2020-08-14,100.2914,100.4623,100.0571,100.2635,969057
2020-08-15,99.8577,99.7507,99.6328,99.7246,760207
2020-08-16,99.3706,99.5268,99.1928,99.367,896964
2020-08-17,99.8071,99.9525,99.4364,99.7068,538478
2020-08-18,99.2962,99.6282,99.313,99.3416,633604
2020-08-19,99.4161,99.8091,99.0605,99.4498,531318
2020-08-20,99.578,99.7407,99.2556,99.4726,779211
2020-08-21,98.9003,99.478,98.187,99.1468,371935
2020-08-22,100.2201,100.6658,100.0704,100.2188,333906
2020-08-23,100.4957,100.5797,100.5244,100.5357,690062
2020-08-24,99.6592,99.8716,99.4823,99.5232,584475
2020-08-25,99.5636,99.6719,99.0223,99.6164,243877
2020-08-26,99.3372,99.7372,99.113,99.2855,639360
2020-08-27,99.8039,99.9637,99.5526,99.7117,341476
2020-08-28,99.1662,99.8212,98.8225,99.3155,579380
2020-08-29,99.2441,99.452,99.1487,99.2581,577240
2020-08-30,99.4674,99.6541,99.3646,99.5106,175931
2020-08-31,100.0381,100.0982,99.7076,99.9435,513268
2020-09-01,99.4108,99.8299,99.1033,99.3433,891063
2020-09-02,99.1527,99.332,98.6336,99.1761,708370
2020-09-03,98.8338,99.3383,98.5558,98.9386,901371
2020-09-04,98.7157,98.8013,98.3497,98.6119,106474
2020-09-05,99.4879,99.7344,99.4518,99.4946,883550
2020-09-06,99.5353,99.699,99.5452,99.6971,750773
2020-09-07,98.9135,99.2341,99.0651,99.0667,202765
2020-09-08,99.5694,99.8239,99.1754,99.5256,201869
2020-09-09,100.4591,100.7451,100.5854,100.5867,718017
2020-09-10,101.2889,101.3335,100.9408,101.1029,875416
2020-09-11,100.2495,100.358,100.0893,100.3433,578069
2020-09-12,100.1011,100.5066,99.9155,100.1011,791236
2020-09-13,100.7505,100.9404,100.6284,100.7346,688072
2020-09-14,100.3078,100.4594,99.813,100.3808,919664
2020-09-15,100.3787,100.7334,100.1737,100.6027,896658
2020-09-16,101.0091,100.9998,100.8151,100.99,340462
2020-09-17,100.4512,100.5386,100.4811,100.5265,678780
2020-09-18,100.5084,100.7652,100.0764,100.4968,717185
2020-09-19,98.8639,99.0534,98.6377,98.8761,266760
2020-09-20,98.3903,98.4108,97.6758,98.3639,149962
2020-09-21,98.3938,98.4667,97.9215,98.2376,105909
2020-09-22,97.5591,97.734,97.5123,97.6138,122362
2020-09-23,98.3831,98.5579,97.8939,98.43,106629
2020-09-24,97.5483,97.7523,97.4456,97.7149,509998
2020-09-25,97.4753,97.5393,97.2849,97.4949,681140
2020-09-26,97.6012,97.7118,97.4834,97.5602,297683
2020-09-27,98.2325,98.391,98.1946,98.2809,733603
2020-09-28,97.6046,97.6801,97.4762,97.5629,173134
2020-09-29,98.1268,98.7351,97.8969,98.1445,131633
2020-09-30,98.0194,98.4316,98.0701,98.1496,576998
2020-10-01,97.6901,97.8871,97.5435,97.6589,717679
2020-10-02,97.8694,98.0612,97.4852,97.8899,608789
2020-10-03,98.0017,98.025,97.6822,97.9895,908354
2020-10-04,97.6327,97.8068,97.4879,97.6894,839846
2020-10-05,97.6587,97.7655,97.3981,97.7243,111432
2020-10-06,97.5473,97.8885,97.4677,97.5316,281897
2020-10-07,97.5653,97.692,97.3583,97.5884,323933
2020-10-08,98.0919,97.9381,97.7616,97.9194,650848
2020-10-09,98.7923,99.0251,98.6349,98.7124,465707
2020-10-10,98.148,98.1635,97.9956,98.0935,729082
2020-10-11,99.1423,99.1965,98.4666,99.16,347451
2020-10-12,97.9814,98.2782,98.1616,98.184,120537
2020-10-13,98.0273,98.1362,97.9228,98.1081,128343
2020-10-14,98.3375,98.405,97.8198,98.4023,509341
2020-10-15,98.5153,98.7188,98.2846,98.5428,821553
2020-10-16,98.2281,98.4568,97.9053,98.2314,558176
2020-10-17,98.193,98.4269,97.841,98.1273,676696
2020-10-18,97.9082,98.2984,97.7562,97.8808,257158
2020-10-19,97.7021,97.8501,97.2755,97.5862,262256
2020-10-20,97.9798,98.0632,97.9076,98.011,613150
2020-10-21,98.2152,98.2204,98.1215,98.1895,548701
2020-10-22,97.8774,97.9244,97.6538,97.843,764937
2020-10-23,98.3174,98.9995,97.9587,98.2928,131085
2020-10-24,98.5747,98.9188,97.8251,98.4465,851808
2020-10-25,98.9333,99.1788,98.8124,98.8529,200918
2020-10-26,99.0358,99.3014,98.8859,99.1677,212933
2020-10-27,98.7418,99.3255,98.6502,98.7532,690595
2020-10-28,98.4717,98.7663,98.2465,98.4731,721554
2020-10-29,99.0619,99.4131,98.4974,98.8468,250030
2020-10-30,99.119,99.4415,99.0055,99.152,937780
2020-10-31,99.0433,99.2131,99.0229,99.1415,687924
2020-11-01,99.244,99.5823,98.8364,99.2002,425882
2020-11-02,99.8887,99.8434,99.5936,99.839,802898
2020-11-03,99.5358,99.6591,98.9332,99.5432,927133
2020-11-04,99.7947,99.8632,99.6673,99.8168,270197
2020-11-05,99.8106,99.9298,99.4126,99.7157,970349
2020-11-06,99.5215,99.6365,99.1317,99.6068,528066
2020-11-07,100.1221,100.3129,99.8031,100.1562,389148
2020-11-08,100.5167,100.739,100.5222,100.5689,633251
2020-11-09,101.0851,101.219,100.9409,100.9757,618370
2020-11-10,101.657,101.8245,101.4501,101.6284,869951
2020-11-11,101.5324,101.9135,101.2703,101.6389,139131
2020-11-12,101.8835,102.3467,101.8824,101.9799,428843
2020-11-13,102.0121,102.3254,101.4662,101.8248,696765
2020-11-14,102.0952,102.3267,101.629,101.9869,712616
2020-11-15,102.0059,102.5399,101.4787,101.9218,825778
2020-11-16,101.9715,102.0459,101.6501,101.9703,866287
2020-11-17,102.4187,102.4476,102.013,102.2679,170592
2020-11-18,101.7484,102.1698,101.7469,101.8587,627981
2020-11-19,102.9802,102.9876,102.5615,102.9049,318668
2020-11-20,102.3576,102.4566,102.2529,102.4019,193462
2020-11-21,101.7699,102.1891,101.6314,101.7948,690596
2020-11-22,102.4465,102.4155,102.3718,102.3739,493939
2020-11-23,102.7554,102.9192,102.4342,102.7697,248674
2020-11-24,103.0383,103.2366,102.6511,103.0818,244426
2020-11-25,103.3464,103.7156,103.041,103.396,338849
2020-11-26,103.1912,103.6223,103.013,103.3898,356687
2020-11-27,103.0175,103.101,102.5498,102.9412,464985
2020-11-28,102.8784,103.5478,102.7093,102.9791,932807
2020-11-29,102.8264,102.6856,102.3093,102.6405,739586
2020-11-30,103.0993,103.1881,102.96,103.1281,950356
2020-12-01,103.1855,103.0747,102.891,103.0546,722522
2020-12-02,102.4609,102.8883,102.6385,102.6418,240995
2020-12-03,102.5543,102.9682,102.0598,102.4811,612958
2020-12-04,102.7864,102.8459,102.1152,102.6876,568596
2020-12-05,102.5361,102.7439,102.3279,102.4057,802115
2020-12-06,101.8418,102.1298,101.1968,101.9946,828871
2020-12-07,102.0462,102.717,102.0273,102.1165,715301
2020-12-08,102.2966,102.4343,101.9585,102.2389,474157
2020-12-09,102.0003,102.2759,101.9181,101.9855,349806
2020-12-10,101.7793,101.9352,101.532,101.7499,307996
2020-12-11,101.8299,102.068,101.7589,101.866,457872
2020-12-12,101.297,101.4083,100.7715,101.1419,435716
2020-12-13,100.699,100.8577,100.1723,100.4382,244160
2020-12-14,100.0894,100.3133,99.9826,100.079,205618
2020-12-15,100.0176,100.0369,99.6526,99.9723,619627
2020-12-16,100.1333,100.17,99.8979,100.1277,419658
2020-12-17,100.9938,101.3229,100.7286,100.8654,423893
2020-12-18,101.3771,101.3343,101.2031,101.2942,533864
2020-12-19,101.1076,101.4724,100.7384,101.2142,385650
2020-12-20,101.1435,101.413,101.1922,101.2047,102399
2020-12-21,100.6025,101.4753,100.177,100.7035,580091
2020-12-22,100.9637,100.8442,100.5002,100.6942,787451
2020-12-23,100.6134,101.1472,99.9085,100.5499,904190
2020-12-24,100.6517,100.8196,100.4975,100.7112,478428
2020-12-25,100.2301,100.3344,100.0613,100.2976,551555
2020-12-26,100.6378,100.5835,100.2327,100.5573,335660
2020-12-27,101.4142,101.5429,101.0378,101.3237,656201
2020-12-28,101.3491,101.3429,100.6683,101.2693,570240
2020-12-29,101.4276,101.8429,101.3719,101.4701,461193
2020-12-30,101.8458,102.0987,101.6164,101.8152,421297
2020-12-31,101.6257,101.8083,101.5671,101.6146,580620
2021-01-01,101.633,102.0314,101.6316,101.7267,360935
2021-01-02,101.6403,101.8944,101.2627,101.733,327440
2021-01-03,101.823,102.1926,101.4774,101.7818,471960
2021-01-04,101.4149,101.9247,101.0411,101.3953,978037
2021-01-05,101.4629,101.6398,101.3709,101.4075,840800
2021-01-06,101.7356,101.7236,101.2944,101.6565,525007
2021-01-07,102.532,102.4813,101.9073,102.3821,971774
2021-01-08,102.7842,103.0314,102.8363,102.8617,791283
2021-01-09,104.0014,103.9814,103.8438,103.9383,676163
2021-01-10,103.6296,103.7273,103.5348,103.5547,214262
2021-01-11,103.9596,104.279,103.9624,103.9908,677708
2021-01-12,104.0947,104.3199,103.5854,104.0825,957993
2021-01-13,105.1487,105.2289,104.7117,105.1774,224808
2021-01-14,104.9841,104.8172,104.6995,104.7732,564813
2021-01-15,104.3639,105.0581,104.0045,104.3534,890672
2021-01-16,104.0988,104.3387,103.4334,104.0537,211353
2021-01-17,102.9653,103.2683,102.2935,102.9917,480354
2021-01-18,102.6809,102.7589,102.4977,102.7289,258016
2021-01-19,102.2191,102.4498,102.1636,102.3493,330547
2021-01-20,102.5345,102.4651,102.288,102.4245,717153
2021-01-21,102.6722,102.9642,102.4489,102.5954,286493
2021-01-22,103.5033,103.657,103.3786,103.5335,307759
2021-01-23,103.9186,104.5521,103.8447,104.0087,525928
2021-01-24,103.7382,103.8939,103.6916,103.7202,876077
2021-01-25,103.2212,104.0184,103.2458,103.271,716064
2021-01-26,103.4948,103.882,103.0451,103.517,823618
2021-01-27,102.7305,103.1837,102.6109,102.8569,422688
2021-01-28,103.7943,103.8804,103.5918,103.7726,436554
2021-01-29,104.386,104.5775,104.1577,104.3623,752280
2021-01-30,104.2372,104.3855,103.7661,104.1277,128484
2021-01-31,103.2561,103.4122,102.5672,103.2711,353002
2021-02-01,103.9147,104.3976,103.7512,103.9481,511109
2021-02-02,103.7351,103.9723,103.443,103.8908,664991
2021-02-03,104.6198,105.0706,104.2935,104.5097,528247
2021-02-04,103.8018,103.7315,103.5522,103.7125,270726
2021-02-05,103.4157,103.4364,103.3528,103.4128,757644
2021-02-06,103.2825,103.775,102.8114,103.4154,667391
2021-02-07,103.3175,103.4432,103.2819,103.4389,705366
2021-02-08,103.1592,103.3404,102.9021,103.2139,774703
2021-02-09,103.6218,103.8388,103.1851,103.5253,224536
2021-02-10,103.0205,103.0278,102.9263,102.9915,660322
2021-02-11,102.771,103.1453,102.6193,102.9203,191385
2021-02-12,103.0209,103.327,102.4783,102.9805,414814
2021-02-13,103.1538,103.2958,103.1728,103.2377,368359
2021-02-14,103.5413,103.5944,103.302,103.5935,904831
2021-02-15,103.1284,103.0846,102.9416,103.0312,535093
2021-02-16,102.3407,102.5853,101.9221,102.2641,633431
2021-02-17,103.0123,103.0613,102.5101,102.903,425683
2021-02-18,103.0668,103.0702,102.7967,103.0691,910479
2021-02-19,102.7832,102.7533,102.5906,102.6949,586352
2021-02-20,103.4118,103.8522,103.3145,103.4704,829242
2021-02-21,103.5025,103.5935,103.3473,103.5283,292831
2021-02-22,104.0853,104.3744,103.6713,104.1179,550860
2021-02-23,104.1541,104.1545,104.1516,104.1517,812898
2021-02-24,105.0534,105.499,104.8743,105.1821,328377
2021-02-25,106.0372,106.179,105.9393,106.0597,148354
2021-02-26,106.0804,105.9393,105.7915,105.9353,893996
2021-02-27,106.3118,106.425,106.0694,106.421,728944
2021-02-28,106.6108,107.0301,106.4533,106.7437,347197
2021-03-01,107.3032,107.5801,106.7264,107.428,846204
2021-03-02,107.2118,106.9576,106.6951,106.9456,557501
2021-03-03,107.3351,107.4392,107.2398,107.2886,627332
2021-03-04,107.7908,108.1498,107.7229,107.8178,458652
2021-03-05,106.9453,107.3135,106.8757,106.9385,330827
2021-03-06,106.3696,106.4736,106.1186,106.3468,500303
2021-03-07,105.2632,105.6355,105.2515,105.3272,612613
2021-03-08,105.1408,105.2872,104.851,105.1925,789416
2021-03-09,105.5355,105.5656,104.9844,105.5513,314367
2021-03-10,106.23,106.3778,106.2366,106.3025,726871
2021-03-11,106.2998,106.3933,106.3331,106.3395,844771
2021-03-12,107.1891,107.6088,106.9825,107.1538,906789
2021-03-13,106.364,106.5685,106.0789,106.4638,825490
2021-03-14,105.8731,106.097,105.5251,105.6121,521056
2021-03-15,105.6596,105.7821,105.2872,105.5843,147960
2021-03-16,105.6493,105.8718,105.7346,105.7763,100999
2021-03-17,105.5122,105.9225,105.2305,105.76,589957
2021-03-18,104.6575,104.7524,104.5309,104.7263,368482
2021-03-19,104.7501,104.8566,104.271,104.6817,315034
2021-03-20,104.0785,104.1755,103.647,104.0295,658100
2021-03-21,104.3532,104.4235,104.3188,104.3643,848877
2021-03-22,104.4875,104.7797,104.135,104.5476,104893
2021-03-23,103.9872,104.3929,103.4771,104.0777,318680
2021-03-24,103.7805,103.9228,103.661,103.8207,240342
2021-03-25,103.1899,103.3588,103.1948,103.2911,244385
2021-03-26,103.2199,103.3965,103.1246,103.2598,677839
2021-03-27,103.8704,103.9753,103.6584,103.7373,388277
2021-03-28,103.1674,103.5192,103.2249,103.2445,432940
2021-03-29,103.5576,103.8524,103.2979,103.4965,200440
2021-03-30,103.3077,103.528,103.0765,103.2314,561679
2021-03-31,102.727,102.9822,102.376,102.8349,402666
2021-04-01,102.6971,102.941,102.6311,102.7814,653967
2021-04-02,102.3707,103.0535,101.9576,102.2638,245993
2021-04-03,101.8944,102.116,101.6464,101.987,120784
2021-04-04,101.3823,101.8913,101.128,101.388,546187
2021-04-05,102.5744,102.7504,102.3096,102.3704,637764
2021-04-06,102.486,102.6849,101.7462,102.388,172920
2021-04-07,102.0467,102.2442,101.9064,102.0382,539659
2021-04-08,102.2292,102.3989,101.952,102.1452,968130
2021-04-09,102.0834,102.1694,101.5496,102.089,786610
2021-04-10,102.0803,102.1912,101.6848,101.9785,274075
2021-04-11,102.081,102.5314,102.2617,102.2856,680969
2021-04-12,102.6504,103.0119,102.6213,102.6644,551000
2021-04-13,102.1905,102.7662,102.2432,102.3991,562706
2021-04-14,102.1273,102.396,102.0689,102.1112,945244
2021-04-15,101.9501,102.1309,101.5942,101.9737,953930
